chr	start	end	group	nSNPS	samps
chr3	3006725	3006727	1	1	NA
chr3	3032316	3032318	1	1	NA
chr3	3032318	3032320	1	1	NA
chr3	3073216	3073218	1	1	NA
chr3	3074979	3074981	1	1	NA
chr3	3078465	3078467	1	1	NA
chr3	3084572	3084574	1	1	NA
chr3	3114868	3114870	1	1	NA
chr3	3232889	3232891	1	1	NA
chr3	3254587	3254589	1	1	NA
chr3	3298527	3298529	1	1	NA
chr3	3318375	3318377	1	1	NA
chr3	3341366	3341368	1	1	NA
chr3	3341367	3341369	1	1	NA
chr3	3369459	3369461	1	1	NA
chr3	3395874	3395876	1	1	NA
chr3	3432839	3432841	1	1	NA
chr3	3459149	3459151	1	1	NA
chr3	3464869	3464871	1	1	NA
chr3	3485094	3485096	1	1	NA
chr3	3495668	3495670	1	1	NA
chr3	3495691	3495693	1	1	NA
chr3	3521534	3521536	1	1	NA
chr3	3521543	3521545	1	1	NA
chr3	3594218	3594220	1	1	NA
chr3	3599953	3599955	1	1	NA
chr3	3611470	3611472	1	1	NA
chr3	3611480	3611482	1	1	NA
chr3	3627245	3627247	1	1	NA
chr3	3726984	3726986	3	1	NA
chr3	3729607	3729609	1	1	NA
chr3	3755995	3755997	1	1	NA
chr3	3773281	3773283	1	1	NA
chr3	3831540	3831542	1	1	NA
chr3	3852631	3852633	1	1	NA
chr3	3856322	3856324	1	1	NA
chr3	3896810	3896812	1	1	NA
chr3	4055435	4055437	1	1	NA
chr3	4069465	4069467	1	1	NA
chr3	4083935	4083937	1	1	NA
chr3	4106275	4106277	1	1	NA
chr3	4111906	4111908	1	1	NA
chr3	4130588	4130590	1	1	NA
chr3	4149590	4149592	1	1	NA
chr3	4187694	4187696	1	1	NA
chr3	4226077	4226124	1	3	NA
chr3	4265322	4265324	1	1	NA
chr3	4272152	4272154	1	1	NA
chr3	4309420	4309422	1	1	NA
chr3	4353997	4353999	1	1	NA
chr3	4354023	4354025	1	1	NA
chr3	4356374	4356376	1	1	NA
chr3	4357931	4357933	1	1	NA
chr3	4383157	4383159	1	1	NA
chr3	4426251	4426253	1	1	NA
chr3	4446754	4446756	1	1	NA
chr3	4446962	4446964	1	1	NA
chr3	4523586	4523588	1	1	NA
chr3	4535464	4535466	1	1	NA
chr3	4536160	4536162	1	1	NA
chr3	4549725	4549727	1	1	NA
chr3	4592723	4592725	1	1	NA
chr3	4621014	4621016	1	1	NA
chr3	4629006	4629008	1	1	NA
chr3	4629781	4629783	1	1	NA
chr3	4636018	4636020	1	1	NA
chr3	4654147	4654149	1	1	NA
chr3	4670623	4670625	1	1	NA
chr3	4695148	4695150	1	1	NA
chr3	4695410	4695412	1	1	NA
chr3	4726900	4726902	1	1	NA
chr3	4737242	4737244	1	1	NA
chr3	4758082	4758084	1	1	NA
chr3	4779787	4779789	1	1	NA
chr3	4779790	4779792	1	1	NA
chr3	4788234	4788236	1	1	NA
chr3	4800357	4800359	1	1	NA
chr3	4809667	4809669	1	1	NA
chr3	4845110	4845112	1	1	NA
chr3	4853297	4853299	2	1	NA
chr3	4858850	4858852	1	1	NA
chr3	4876730	4876732	1	1	NA
chr3	4916141	4916143	1	1	NA
chr3	4916143	4916145	1	1	NA
chr3	4916990	4916992	1	1	NA
chr3	4966591	4966593	1	1	NA
chr3	4988144	4988165	1	4	NA
chr3	4993262	4993264	1	1	NA
chr3	4993280	4993282	1	1	NA
chr3	4993482	4993484	1	1	NA
chr3	5016676	5016678	1	1	NA
chr3	5030025	5030027	1	1	NA
chr3	5030097	5030099	1	1	NA
chr3	5095543	5095545	1	1	NA
chr3	5095549	5095551	1	1	NA
chr3	5106931	5106933	1	1	NA
chr3	5139138	5139140	1	1	NA
chr3	5191203	5191205	1	1	NA
chr3	5221221	5221223	2	1	NA
chr3	5221255	5221257	1	1	NA
chr3	5221256	5221258	1	1	NA
chr3	5221471	5221473	1	1	NA
chr3	5252922	5252924	1	1	NA
chr3	5261796	5261798	1	1	NA
chr3	5335628	5335630	1	1	NA
chr3	5363703	5363705	1	1	NA
chr3	5420038	5420040	1	1	NA
chr3	5473029	5473031	1	1	NA
chr3	5559372	5559374	1	1	NA
chr3	5570193	5570195	1	1	NA
chr3	5580355	5580357	1	1	NA
chr3	5580361	5580363	1	1	NA
chr3	5592202	5592204	1	1	NA
chr3	5592450	5592452	1	1	NA
chr3	5613688	5613690	1	1	NA
chr3	5613700	5613702	1	1	NA
chr3	5619080	5619082	1	1	NA
chr3	5632677	5632679	1	1	NA
chr3	5656981	5656983	1	1	NA
chr3	5694430	5694432	1	1	NA
chr3	5719101	5719103	1	1	NA
chr3	5721701	5721703	1	1	NA
chr3	5786001	5786003	1	1	NA
chr3	5847446	5847448	1	1	NA
chr3	5847447	5847449	1	1	NA
chr3	5853370	5853372	1	1	NA
chr3	5910398	5910400	1	1	NA
chr3	5910433	5910435	2	1	NA
chr3	5925820	5925822	1	1	NA
chr3	5944111	5944113	1	1	NA
chr3	6052910	6052912	1	1	NA
chr3	6052917	6052919	1	1	NA
chr3	6071302	6071304	1	1	NA
chr3	6071312	6071314	1	1	NA
chr3	6095935	6095937	1	1	NA
chr3	6152740	6152742	1	1	NA
chr3	6228828	6228830	1	1	NA
chr3	6228831	6228833	1	1	NA
chr3	6267550	6267552	2	1	NA
chr3	6287454	6287456	1	1	NA
chr3	6297260	6297262	1	1	NA
chr3	6326030	6326032	1	1	NA
chr3	6367409	6367411	1	1	NA
chr3	6393562	6393564	1	1	NA
chr3	6426438	6426440	1	1	NA
chr3	6438065	6438067	1	1	NA
chr3	6489927	6489929	1	1	NA
chr3	6493920	6493922	1	1	NA
chr3	6493921	6493923	1	1	NA
chr3	6500349	6500351	1	1	NA
chr3	6500658	6500660	1	1	NA
chr3	6508351	6508353	1	1	NA
chr3	6529182	6529184	1	1	NA
chr3	6550609	6550611	1	1	NA
chr3	6565509	6565511	1	1	NA
chr3	6575116	6575118	1	1	NA
chr3	6575146	6575148	3	1	NA
chr3	6575155	6575157	3	1	NA
chr3	6576797	6576799	1	1	NA
chr3	6617762	6617764	2	1	NA
chr3	6656587	6656589	1	1	NA
chr3	6690682	6690684	1	1	NA
chr3	6716758	6716760	1	1	NA
chr3	6747370	6747372	1	1	NA
chr3	6747374	6747376	1	1	NA
chr3	6760713	6760715	1	1	NA
chr3	6763000	6763002	1	1	NA
chr3	6790833	6790835	1	1	NA
chr3	6813740	6813742	1	1	NA
chr3	6889980	6889982	1	1	NA
chr3	6897272	6897274	1	1	NA
chr3	6897958	6897960	1	1	NA
chr3	6897959	6897961	1	1	NA
chr3	6909041	6909043	1	1	NA
chr3	6930759	6930761	1	1	NA
chr3	6956587	6956589	1	1	NA
chr3	6974369	6974371	1	1	NA
chr3	6999500	6999502	1	1	NA
chr3	7007995	7007997	1	1	NA
chr3	7020951	7020953	1	1	NA
chr3	7023126	7023128	1	1	NA
chr3	7031447	7031449	2	1	NA
chr3	7031449	7031451	2	1	NA
chr3	7050778	7050780	1	1	NA
chr3	7094207	7094209	1	1	NA
chr3	7135158	7135180	1	3	NA
chr3	7154071	7154073	1	1	NA
chr3	7273018	7273022	1	3	NA
chr3	7307236	7307238	1	1	NA
chr3	7317221	7317223	1	1	NA
chr3	7332086	7332088	1	1	NA
chr3	7342569	7342571	2	1	NA
chr3	7374139	7374141	2	1	NA
chr3	7397119	7397121	1	1	NA
chr3	7421416	7421418	1	1	NA
chr3	7421419	7421421	1	1	NA
chr3	7452019	7452021	1	1	NA
chr3	7507638	7507640	1	1	NA
chr3	7511819	7511821	1	1	NA
chr3	7546880	7546882	1	1	NA
chr3	7549886	7549888	1	1	NA
chr3	7549896	7549898	1	1	NA
chr3	7570542	7570544	1	1	NA
chr3	7571466	7571468	1	1	NA
chr3	7591410	7591412	1	1	NA
chr3	7591411	7591413	1	1	NA
chr3	7592101	7592103	1	1	NA
chr3	7618464	7618466	1	1	NA
chr3	7623635	7623637	1	1	NA
chr3	7652983	7652985	1	1	NA
chr3	7652987	7652989	1	1	NA
chr3	7715505	7715507	1	1	NA
chr3	7732545	7732547	1	1	NA
chr3	7748865	7748867	1	1	NA
chr3	7749945	7749947	1	1	NA
chr3	7757564	7757566	1	1	NA
chr3	7765488	7765490	1	1	NA
chr3	7779532	7779534	2	1	NA
chr3	7848436	7848438	1	1	NA
chr3	7848438	7848440	1	1	NA
chr3	7894453	7894455	1	1	NA
chr3	7916431	7916433	1	1	NA
chr3	7942284	7942286	1	1	NA
chr3	7970804	7970806	1	1	NA
chr3	7991785	7991787	1	1	NA
chr3	8033037	8033039	1	1	NA
chr3	8071932	8071934	1	1	NA
chr3	8096708	8096710	1	1	NA
chr3	8109690	8109692	1	1	NA
chr3	8145712	8145714	1	1	NA
chr3	8216534	8216536	1	1	NA
chr3	8233847	8233849	1	1	NA
chr3	8249542	8249544	2	1	NA
chr3	8275360	8275362	1	1	NA
chr3	8357234	8357236	1	1	NA
chr3	8373251	8373253	1	1	NA
chr3	8403267	8403269	1	1	NA
chr3	8418995	8418997	1	1	NA
chr3	8436418	8436420	1	1	NA
chr3	8453330	8453332	1	1	NA
chr3	8453338	8453340	1	1	NA
chr3	8497563	8497565	2	1	NA
chr3	8520172	8520174	1	1	NA
chr3	8541813	8541815	1	1	NA
chr3	8554987	8554989	1	1	NA
chr3	8582421	8582423	1	1	NA
chr3	8647993	8647995	1	1	NA
chr3	8648001	8648003	1	1	NA
chr3	8651582	8651584	1	1	NA
chr3	8670136	8670138	1	1	NA
chr3	8717883	8717885	2	1	NA
chr3	8737187	8737189	1	1	NA
chr3	8737192	8737194	1	1	NA
chr3	8790607	8790609	1	1	NA
chr3	8805161	8805163	1	1	NA
chr3	8959982	8959984	1	1	NA
chr3	8960006	8960008	1	1	NA
chr3	8973229	8973231	1	1	NA
chr3	8998713	8998715	1	1	NA
chr3	9009581	9009583	1	1	NA
chr3	9009624	9009626	1	1	NA
chr3	9021707	9021709	1	1	NA
chr3	9043002	9043004	1	1	NA
chr3	9154329	9154331	1	1	NA
chr3	9164553	9164555	1	1	NA
chr3	9178067	9178069	1	1	NA
chr3	9198306	9198308	1	1	NA
chr3	9274297	9274299	1	1	NA
chr3	9274598	9274600	1	1	NA
chr3	9329560	9329562	1	1	NA
chr3	9372811	9372813	1	1	NA
chr3	9392761	9392763	1	1	NA
chr3	9395569	9395571	2	1	NA
chr3	9436358	9436360	1	1	NA
chr3	9447630	9447632	1	1	NA
chr3	9475489	9475491	1	1	NA
chr3	9507813	9507815	1	1	NA
chr3	9508621	9508623	1	1	NA
chr3	9531946	9531948	1	1	NA
chr3	9563981	9563983	1	1	NA
chr3	9665789	9665791	19	1	NA
chr3	9667827	9667829	19	1	NA
chr3	9697394	9738158	19	4	NA
chr3	9811025	9811027	1	1	NA
chr3	9900311	9900313	1	1	NA
chr3	9902248	9902250	2	1	NA
chr3	9908955	9908957	1	1	NA
chr3	9978733	9978735	1	1	NA
chr3	9978735	9978737	1	1	NA
chr3	9983574	9983576	1	1	NA
chr3	9992462	9992464	1	1	NA
chr3	10069667	10069669	1	1	NA
chr3	10076107	10076109	1	1	NA
chr3	10078000	10078002	1	1	NA
chr3	10078005	10078007	1	1	NA
chr3	10083995	10083997	1	1	NA
chr3	10098157	10098159	1	1	NA
chr3	10098166	10098168	1	1	NA
chr3	10110059	10110061	1	1	NA
chr3	10180552	10180554	1	1	NA
chr3	10188265	10188267	1	1	NA
chr3	10196497	10196499	1	1	NA
chr3	10196498	10196500	1	1	NA
chr3	10212774	10212776	1	1	NA
chr3	10226688	10226690	1	1	NA
chr3	10256134	10256136	1	1	NA
chr3	10296118	10296120	1	1	NA
chr3	10339927	10339929	1	1	NA
chr3	10362870	10362872	1	1	NA
chr3	10362872	10362874	1	1	NA
chr3	10392611	10392613	2	1	NA
chr3	10486422	10486424	1	1	NA
chr3	10508221	10508223	1	1	NA
chr3	10525944	10525946	1	1	NA
chr3	10569250	10569252	1	1	NA
chr3	10570084	10570086	1	1	NA
chr3	10592350	10592352	1	1	NA
chr3	10598534	10598536	1	1	NA
chr3	10598540	10598542	1	1	NA
chr3	10598829	10598831	1	1	NA
chr3	10682464	10682466	1	1	NA
chr3	10723392	10723394	1	1	NA
chr3	10723395	10723397	1	1	NA
chr3	10731342	10731344	1	1	NA
chr3	10784634	10784636	1	1	NA
chr3	10795592	10795594	1	1	NA
chr3	10818840	10818842	1	1	NA
chr3	10818861	10818863	1	1	NA
chr3	10818863	10818865	1	1	NA
chr3	10819078	10819080	1	1	NA
chr3	10901223	10901225	1	1	NA
chr3	10952089	10952091	1	1	NA
chr3	11018543	11018545	1	1	NA
chr3	11019989	11019991	1	1	NA
chr3	11056386	11056388	1	1	NA
chr3	11122316	11122318	1	1	NA
chr3	11141664	11141666	1	1	NA
chr3	11183524	11183526	1	1	NA
chr3	11199404	11199406	1	1	NA
chr3	11209056	11209058	1	1	NA
chr3	11240355	11240357	1	1	NA
chr3	11250545	11250547	1	1	NA
chr3	11259310	11259312	1	1	NA
chr3	11275757	11275759	1	1	NA
chr3	11290314	11290316	1	1	NA
chr3	11298229	11298231	1	1	NA
chr3	11300190	11300192	1	1	NA
chr3	11356171	11356173	1	1	NA
chr3	11366988	11366990	1	1	NA
chr3	11371089	11371091	2	1	NA
chr3	11410669	11410671	2	1	NA
chr3	11428943	11428945	1	1	NA
chr3	11429134	11429136	1	1	NA
chr3	11453101	11453103	1	1	NA
chr3	11456313	11456315	1	1	NA
chr3	11462177	11462179	1	1	NA
chr3	11501202	11501204	2	1	NA
chr3	11505134	11505136	1	1	NA
chr3	11535279	11535281	1	1	NA
chr3	11552686	11552688	1	1	NA
chr3	11583861	11583863	1	1	NA
chr3	11671605	11671831	1	3	NA
chr3	11710522	11710524	1	1	NA
chr3	11724621	11724623	1	1	NA
chr3	11755481	11755483	1	1	NA
chr3	11755483	11755485	1	1	NA
chr3	11782464	11782466	1	1	NA
chr3	11783524	11783526	1	1	NA
chr3	11830638	11830640	1	1	NA
chr3	11841960	11841962	2	1	NA
chr3	11856828	11856830	1	1	NA
chr3	11894424	11894426	1	1	NA
chr3	11903966	11903968	1	1	NA
chr3	11903970	11903972	1	1	NA
chr3	11956588	11956590	1	1	NA
chr3	11970264	11970266	1	1	NA
chr3	11993869	11993871	1	1	NA
chr3	12050207	12050209	1	1	NA
chr3	12050221	12050223	1	1	NA
chr3	12052132	12052134	1	1	NA
chr3	12063910	12063912	1	1	NA
chr3	12063911	12063913	1	1	NA
chr3	12307828	12307830	1	1	NA
chr3	12307877	12307879	1	1	NA
chr3	12379917	12379919	1	1	NA
chr3	12404961	12404963	1	1	NA
chr3	12405144	12405146	1	1	NA
chr3	12435291	12435293	1	1	NA
chr3	12516471	12516473	1	1	NA
chr3	12525467	12525469	1	1	NA
chr3	12551118	12551120	1	1	NA
chr3	12562803	12562805	1	1	NA
chr3	12631807	12631809	1	1	NA
chr3	12637617	12637619	1	1	NA
chr3	12637639	12637641	1	1	NA
chr3	12648027	12648029	1	1	NA
chr3	12748289	12748291	1	1	NA
chr3	12770187	12770189	1	1	NA
chr3	12874654	12874656	1	1	NA
chr3	12878060	12878062	1	1	NA
chr3	12939360	12939362	1	1	NA
chr3	12939363	12939365	1	1	NA
chr3	12948319	12948321	1	1	NA
chr3	12981253	12981255	1	1	NA
chr3	12999711	12999713	1	1	NA
chr3	13002766	13002768	1	1	NA
chr3	13023342	13023381	1	3	NA
chr3	13068981	13068983	1	1	NA
chr3	13068985	13068987	1	1	NA
chr3	13084034	13084036	1	1	NA
chr3	13104829	13104831	1	1	NA
chr3	13109716	13109718	2	1	NA
chr3	13114303	13114305	1	1	NA
chr3	13117953	13117955	1	1	NA
chr3	13120988	13120990	1	1	NA
chr3	13140138	13140140	1	1	NA
chr3	13165191	13165193	1	1	NA
chr3	13176933	13176935	1	1	NA
chr3	13184722	13184724	1	1	NA
chr3	13184736	13184738	1	1	NA
chr3	13191358	13191360	1	1	NA
chr3	13197167	13197169	1	1	NA
chr3	13204923	13204925	1	1	NA
chr3	13221177	13221179	1	1	NA
chr3	13227884	13227886	1	1	NA
chr3	13261951	13261953	1	1	NA
chr3	13261952	13261954	1	1	NA
chr3	13271785	13271787	1	1	NA
chr3	13319312	13319314	1	1	NA
chr3	13440298	13440300	1	1	NA
chr3	13507227	13507229	1	1	NA
chr3	13521842	13521844	2	1	NA
chr3	13550596	13550598	1	1	NA
chr3	13565481	13565483	1	1	NA
chr3	13565483	13565485	1	1	NA
chr3	13567139	13567143	1	3	NA
chr3	13599942	13599944	1	1	NA
chr3	13630469	13630471	1	1	NA
chr3	13634712	13634714	1	1	NA
chr3	13634805	13634807	1	1	NA
chr3	13698735	13698737	1	1	NA
chr3	13720119	13720121	1	1	NA
chr3	13731923	13731925	1	1	NA
chr3	13772843	13772845	1	1	NA
chr3	13773352	13773354	1	1	NA
chr3	13791920	13791922	1	1	NA
chr3	13812806	13812808	1	1	NA
chr3	13854963	13854965	1	1	NA
chr3	13857017	13857019	1	1	NA
chr3	13857018	13857020	1	1	NA
chr3	13858516	13858518	1	1	NA
chr3	13858523	13858525	1	1	NA
chr3	13869869	13869871	1	1	NA
chr3	13877077	13877079	19	1	NA
chr3	13980589	13980591	1	1	NA
chr3	14028439	14028441	1	1	NA
chr3	14060069	14060071	1	1	NA
chr3	14170518	14170520	1	1	NA
chr3	14170580	14170582	1	1	NA
chr3	14171727	14171729	1	1	NA
chr3	14179376	14179378	1	1	NA
chr3	14184483	14184485	1	1	NA
chr3	14257015	14257017	1	1	NA
chr3	14257443	14257445	1	1	NA
chr3	14284029	14284031	1	1	NA
chr3	14284047	14284049	1	1	NA
chr3	14352553	14352555	1	1	NA
chr3	14364630	14364632	1	1	NA
chr3	14414389	14414391	19	1	NA
chr3	14416949	14416951	19	1	NA
chr3	14498476	14498478	1	1	NA
chr3	14498480	14498482	1	1	NA
chr3	14635098	14635100	1	1	NA
chr3	14638117	14638119	1	1	NA
chr3	14656791	14656793	1	1	NA
chr3	14667199	14667201	1	1	NA
chr3	14675837	14675839	1	1	NA
chr3	14678996	14678998	1	1	NA
chr3	14762822	14762824	1	1	NA
chr3	14762845	14762847	1	1	NA
chr3	14791940	14791942	1	1	NA
chr3	14795962	14795964	1	1	NA
chr3	14835260	14835262	1	1	NA
chr3	14861627	14861629	1	1	NA
chr3	14892287	14892289	1	1	NA
chr3	14908903	14908905	1	1	NA
chr3	14908911	14908913	1	1	NA
chr3	14921130	14921132	1	1	NA
chr3	14921154	14921156	1	1	NA
chr3	14985156	14985158	1	1	NA
chr3	15007584	15007586	1	1	NA
chr3	15028575	15028577	1	1	NA
chr3	15199684	15199686	1	1	NA
chr3	15282905	15282907	1	1	NA
chr3	15308579	15308581	1	1	NA
chr3	15336617	15336619	1	1	NA
chr3	15337240	15337242	1	1	NA
chr3	15361341	15361343	1	1	NA
chr3	15377422	15377424	1	1	NA
chr3	15381293	15381295	1	1	NA
chr3	15382629	15382631	1	1	NA
chr3	15420249	15420251	1	1	NA
chr3	15464815	15464817	1	1	NA
chr3	15509118	15509120	1	1	NA
chr3	15533160	15533162	1	1	NA
chr3	15540064	15540066	1	1	NA
chr3	15542173	15542175	1	1	NA
chr3	15575836	15575838	19	1	NA
chr3	15629204	15629206	1	1	NA
chr3	15661557	15661559	1	1	NA
chr3	15664359	15664361	1	1	NA
chr3	15665915	15665917	1	1	NA
chr3	15666647	15666649	1	1	NA
chr3	15685188	15685190	1	1	NA
chr3	15717640	15717642	1	1	NA
chr3	15767305	15767307	1	1	NA
chr3	15769639	15769641	1	1	NA
chr3	15807957	15807959	1	1	NA
chr3	15825253	15825255	1	1	NA
chr3	15854141	15854143	1	1	NA
chr3	15854142	15854144	1	1	NA
chr3	15857669	15857671	1	1	NA
chr3	15862673	15862675	1	1	NA
chr3	15909001	15909003	19	1	NA
chr3	15910280	15910282	19	1	NA
chr3	15962782	15962784	1	1	NA
chr3	15974755	15974757	1	1	NA
chr3	16035204	16035206	1	1	NA
chr3	16035207	16035209	1	1	NA
chr3	16040193	16040195	1	1	NA
chr3	16050829	16050831	1	1	NA
chr3	16050843	16050845	1	1	NA
chr3	16096811	16096813	1	1	NA
chr3	16096820	16096822	1	1	NA
chr3	16110345	16110347	1	1	NA
chr3	16174826	16174828	1	1	NA
chr3	16180195	16180197	1	1	NA
chr3	16186608	16186610	1	1	NA
chr3	16211781	16211783	1	1	NA
chr3	16265859	16265861	1	1	NA
chr3	16265867	16265869	1	1	NA
chr3	16354172	16354174	1	1	NA
chr3	16383664	16383666	1	1	NA
chr3	16391411	16391413	1	1	NA
chr3	16412634	16412636	1	1	NA
chr3	16417867	16417869	1	1	NA
chr3	16429743	16429745	1	1	NA
chr3	16436255	16473085	19	5	NA
chr3	16541900	16541902	1	1	NA
chr3	16588352	16588354	1	1	NA
chr3	16644524	16644526	1	1	NA
chr3	16652856	16652858	1	1	NA
chr3	16702960	16702962	1	1	NA
chr3	16885341	16885343	1	1	NA
chr3	16898315	16898317	1	1	NA
chr3	16898316	16898318	1	1	NA
chr3	16977423	16977425	1	1	NA
chr3	17006623	17006625	1	1	NA
chr3	17026472	17026474	1	1	NA
chr3	17029456	17029458	1	1	NA
chr3	17058005	17058007	1	1	NA
chr3	17065522	17065524	1	1	NA
chr3	17074398	17074400	1	1	NA
chr3	17081113	17081115	2	1	NA
chr3	17089984	17089986	1	1	NA
chr3	17089990	17089992	1	1	NA
chr3	17099522	17099524	1	1	NA
chr3	17099528	17099530	1	1	NA
chr3	17120847	17120849	1	1	NA
chr3	17154674	17154676	1	1	NA
chr3	17154679	17154681	1	1	NA
chr3	17196308	17196310	1	1	NA
chr3	17197565	17197567	1	1	NA
chr3	17200016	17200018	1	1	NA
chr3	17229608	17229610	1	1	NA
chr3	17306930	17306932	1	1	NA
chr3	17308348	17308350	1	1	NA
chr3	17310488	17310490	1	1	NA
chr3	17336263	17336265	1	1	NA
chr3	17375666	17375668	1	1	NA
chr3	17382550	17382552	1	1	NA
chr3	17406596	17406598	1	1	NA
chr3	17493158	17493160	1	1	NA
chr3	17525999	17526001	1	1	NA
chr3	17585230	17585232	1	1	NA
chr3	17636367	17636369	1	1	NA
chr3	17668277	17668279	1	1	NA
chr3	17685390	17685392	1	1	NA
chr3	17720753	17720755	1	1	NA
chr3	17738225	17738227	1	1	NA
chr3	17745602	17745604	1	1	NA
chr3	17766912	17766914	1	1	NA
chr3	17812693	17812695	1	1	NA
chr3	17812696	17812698	1	1	NA
chr3	17819837	17819839	1	1	NA
chr3	17884939	17884941	1	1	NA
chr3	17884941	17884943	1	1	NA
chr3	17898058	17898060	1	1	NA
chr3	17912297	17912299	1	1	NA
chr3	17957060	17957062	1	1	NA
chr3	18066741	18066743	1	1	NA
chr3	18092815	18092817	1	1	NA
chr3	18099110	18099112	1	1	NA
chr3	18105344	18105346	1	1	NA
chr3	18111070	18111072	1	1	NA
chr3	18141343	18141345	1	1	NA
chr3	18179174	18179176	1	1	NA
chr3	18179186	18179188	1	1	NA
chr3	18228545	18228547	1	1	NA
chr3	18236151	18236153	1	1	NA
chr3	18278749	18278751	1	1	NA
chr3	18538643	18538645	1	1	NA
chr3	18559223	18559225	1	1	NA
chr3	18594923	18594925	1	1	NA
chr3	18680433	18680435	1	1	NA
chr3	18810705	18810707	1	1	NA
chr3	18888774	18888776	1	1	NA
chr3	18891063	18891065	1	1	NA
chr3	18958431	18958433	1	1	NA
chr3	18992978	18992980	1	1	NA
chr3	18999689	18999691	1	1	NA
chr3	18999693	18999695	1	1	NA
chr3	19021826	19021828	1	1	NA
chr3	19033936	19033938	1	1	NA
chr3	19039235	19039247	1	3	NA
chr3	19040109	19040111	1	1	NA
chr3	19043163	19043165	1	1	NA
chr3	19048870	19048872	1	1	NA
chr3	19089600	19089602	1	1	NA
chr3	19089602	19089604	1	1	NA
chr3	19191732	19191734	1	1	NA
chr3	19210070	19210072	1	1	NA
chr3	19325352	19325354	1	1	NA
chr3	19333815	19333817	1	1	NA
chr3	19352358	19352362	1	3	NA
chr3	19404390	19404392	19	1	NA
chr3	19404674	19404676	1	1	NA
chr3	19405568	19405570	1	1	NA
chr3	19429007	19429009	1	1	NA
chr3	19454026	19454028	1	1	NA
chr3	19454028	19454030	1	1	NA
chr3	19600916	19600918	1	1	NA
chr3	19663432	19663434	1	1	NA
chr3	19670504	19670516	1	3	NA
chr3	19692168	19692170	1	1	NA
chr3	19712605	19712607	1	1	NA
chr3	19712611	19712613	1	1	NA
chr3	19745301	19745303	1	1	NA
chr3	19775423	19775425	1	1	NA
chr3	19798694	19798696	1	1	NA
chr3	19838198	19838200	1	1	NA
chr3	19839737	19839739	1	1	NA
chr3	19839739	19839741	1	1	NA
chr3	19858795	19858797	2	1	NA
chr3	19869773	19869775	1	1	NA
chr3	19874055	19874057	1	1	NA
chr3	19941172	19941174	19	1	NA
chr3	19943881	19943883	2	1	NA
chr3	19950163	19950165	1	1	NA
chr3	20013984	20013986	1	1	NA
chr3	20025926	20025928	19	1	NA
chr3	20054750	20054752	1	1	NA
chr3	20058401	20058403	1	1	NA
chr3	20067201	20067203	1	1	NA
chr3	20073024	20073026	1	1	NA
chr3	20090625	20090627	1	1	NA
chr3	20115106	20115108	1	1	NA
chr3	20122555	20122557	1	1	NA
chr3	20125879	20125881	1	1	NA
chr3	20125891	20125893	1	1	NA
chr3	20136118	20136120	1	1	NA
chr3	20161747	20161749	1	1	NA
chr3	20167124	20167126	1	1	NA
chr3	20170905	20170907	1	1	NA
chr3	20185068	20185070	1	1	NA
chr3	20188266	20188268	1	1	NA
chr3	20285525	20285527	1	1	NA
chr3	20316370	20316372	1	1	NA
chr3	20319398	20319400	1	1	NA
chr3	20338296	20338298	1	1	NA
